stage	generator_slug	generator	model_id	variant	variant_label	trait	behavior_metric	n	r	abs_r
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_HH_mean	exclamation_rate_per_1k	50	-0.0981960426909322	0.0981960426909322
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_HH_mean	question_rate_per_1k	50	-0.0713844036123288	0.0713844036123288
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_HH_mean	section_count	50		
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_HH_mean	section_words_mean	50	-0.05085493299008108	0.05085493299008108
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_HH_mean	section_words_sd	50	-0.23617998997245376	0.23617998997245376
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_HH_mean	section_words_cv	50	-0.25508105289605154	0.25508105289605154
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	total_words	50	-0.1103667589526282	0.1103667589526282
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	unique_word_rate	50	-0.04605575181226001	0.04605575181226001
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	first_person_rate_per_1k	50	0.12301228272478715	0.12301228272478715
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	we_rate_per_1k	50	0.10716896658723031	0.10716896658723031
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	social_word_rate_per_1k	50	-0.12873097963389274	0.12873097963389274
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	exclamation_rate_per_1k	50	0.05962949606182011	0.05962949606182011
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	question_rate_per_1k	50	-0.1089488146830114	0.1089488146830114
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	section_count	50		
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	section_words_mean	50	-0.1103667589526282	0.1103667589526282
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	section_words_sd	50	-0.16239553854639224	0.16239553854639224
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_E_mean	section_words_cv	50	-0.15038179857082554	0.15038179857082554
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	total_words	50	0.31997710802962526	0.31997710802962526
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	unique_word_rate	50	-0.20715059698961596	0.20715059698961596
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	first_person_rate_per_1k	50	-0.18752230165350398	0.18752230165350398
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	we_rate_per_1k	50	0.2355097491379014	0.2355097491379014
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	social_word_rate_per_1k	50	0.420432341686592	0.420432341686592
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	exclamation_rate_per_1k	50	-0.09182672805328834	0.09182672805328834
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	question_rate_per_1k	50	0.0448181220216175	0.0448181220216175
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	section_count	50		
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	section_words_mean	50	0.31997710802962526	0.31997710802962526
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	section_words_sd	50	0.2860345421260119	0.2860345421260119
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_EX_mean	section_words_cv	50	0.14887338948692197	0.14887338948692197
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	total_words	50	0.27583890180149023	0.27583890180149023
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	unique_word_rate	50	-0.31065599418343826	0.31065599418343826
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	first_person_rate_per_1k	50	-0.3702397362466713	0.3702397362466713
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	we_rate_per_1k	50	0.13376366582513882	0.13376366582513882
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	social_word_rate_per_1k	50	0.21973971021292507	0.21973971021292507
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	exclamation_rate_per_1k	50	-0.11327068299066186	0.11327068299066186
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	question_rate_per_1k	50	-0.07108613618113452	0.07108613618113452
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	section_count	50		
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	section_words_mean	50	0.27583890180149023	0.27583890180149023
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	section_words_sd	50	0.15137093715539696	0.15137093715539696
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_A_mean	section_words_cv	50	0.011169811582852554	0.011169811582852554
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	total_words	50	0.20700747242265113	0.20700747242265113
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	unique_word_rate	50	-0.05615315733968315	0.05615315733968315
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	first_person_rate_per_1k	50	0.04938818867642263	0.04938818867642263
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	we_rate_per_1k	50	-0.0556400477684758	0.0556400477684758
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	social_word_rate_per_1k	50	-0.05262347687271204	0.05262347687271204
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	exclamation_rate_per_1k	50	0.05512587119222803	0.05512587119222803
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	question_rate_per_1k	50	0.02981346411872478	0.02981346411872478
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	section_count	50		
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	section_words_mean	50	0.20700747242265113	0.20700747242265113
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	section_words_sd	50	-0.009123996474879955	0.009123996474879955
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_C_mean	section_words_cv	50	-0.20477554594082106	0.20477554594082106
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	total_words	50	0.16850048298718284	0.16850048298718284
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	unique_word_rate	50	0.0846001348447358	0.0846001348447358
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	first_person_rate_per_1k	50	-0.1683618668164228	0.1683618668164228
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	we_rate_per_1k	50	-0.0013954868354780954	0.0013954868354780954
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	social_word_rate_per_1k	50	0.10153705848973849	0.10153705848973849
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	exclamation_rate_per_1k	50	-0.041855999244438745	0.041855999244438745
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	question_rate_per_1k	50	-0.20981836493719885	0.20981836493719885
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	section_count	50		
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	section_words_mean	50	0.16850048298718284	0.16850048298718284
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	section_words_sd	50	0.0896426912084904	0.0896426912084904
lsi	mimo_v25_pro	MiMo v2.5 Pro	xiaomi/mimo-v2.5-pro	psych	psychometric_only	HEXACO_OP_mean	section_words_cv	50	-0.03102042113345928	0.03102042113345928
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	total_words	50	-0.09580636722914387	0.09580636722914387
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	unique_word_rate	50	0.1929292911601352	0.1929292911601352
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	first_person_rate_per_1k	50	-0.3127175031713926	0.3127175031713926
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	we_rate_per_1k	50	0.20252657853827238	0.20252657853827238
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	social_word_rate_per_1k	50	0.11896731000882942	0.11896731000882942
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	question_rate_per_1k	50	0.22131087610854694	0.22131087610854694
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	section_count	50	-0.09546348092692307	0.09546348092692307
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	section_words_mean	50	-0.05044456775700168	0.05044456775700168
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	section_words_sd	50	-0.1630414796101379	0.1630414796101379
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_HH_mean	section_words_cv	50	-0.1673475377240041	0.1673475377240041
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	total_words	50	0.05301699247568756	0.05301699247568756
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	unique_word_rate	50	-0.1337030137156508	0.1337030137156508
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	first_person_rate_per_1k	50	-0.016184600095532777	0.016184600095532777
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	we_rate_per_1k	50	0.14171855213465687	0.14171855213465687
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	social_word_rate_per_1k	50	0.014850762222217753	0.014850762222217753
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	question_rate_per_1k	50	0.05073084908130516	0.05073084908130516
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	section_count	50	0.04538686986402583	0.04538686986402583
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	section_words_mean	50	0.03063546599445896	0.03063546599445896
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	section_words_sd	50	-0.11104669385285403	0.11104669385285403
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_E_mean	section_words_cv	50	-0.08479023273872917	0.08479023273872917
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	total_words	50	0.06932751468873478	0.06932751468873478
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	unique_word_rate	50	0.02389096583997214	0.02389096583997214
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	first_person_rate_per_1k	50	-0.16397674615664906	0.16397674615664906
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	we_rate_per_1k	50	0.09981693565824476	0.09981693565824476
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	social_word_rate_per_1k	50	0.3058312615310945	0.3058312615310945
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	question_rate_per_1k	50	0.18792079424713615	0.18792079424713615
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	section_count	50	-0.13035334865759726	0.13035334865759726
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	section_words_mean	50	0.10942677324565298	0.10942677324565298
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	section_words_sd	50	-0.02769359726567583	0.02769359726567583
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_EX_mean	section_words_cv	50	-0.13663662438637475	0.13663662438637475
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	total_words	50	-0.16618793654078406	0.16618793654078406
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	unique_word_rate	50	0.23781433218091821	0.23781433218091821
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	first_person_rate_per_1k	50	-0.4405078996545818	0.4405078996545818
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	we_rate_per_1k	50	0.18136843122745297	0.18136843122745297
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	social_word_rate_per_1k	50	0.10215422939720664	0.10215422939720664
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	question_rate_per_1k	50	0.14829104773706975	0.14829104773706975
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	section_count	50	-0.07197936830340261	0.07197936830340261
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	section_words_mean	50	-0.12173286715818551	0.12173286715818551
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	section_words_sd	50	-0.09936101994012217	0.09936101994012217
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_A_mean	section_words_cv	50	-0.10902799192621333	0.10902799192621333
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	total_words	50	0.07404613689183104	0.07404613689183104
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	unique_word_rate	50	-0.0400785608213346	0.0400785608213346
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	first_person_rate_per_1k	50	0.03308756773090613	0.03308756773090613
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	we_rate_per_1k	50	-0.09329073773963484	0.09329073773963484
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	social_word_rate_per_1k	50	-0.08696202358268053	0.08696202358268053
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	question_rate_per_1k	50	0.04999403364974696	0.04999403364974696
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	section_count	50	-0.26158625909703154	0.26158625909703154
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	section_words_mean	50	0.16161673197812282	0.16161673197812282
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	section_words_sd	50	0.19644054905407599	0.19644054905407599
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_C_mean	section_words_cv	50	-0.05145853168724033	0.05145853168724033
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	total_words	50	0.1809831807652519	0.1809831807652519
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	unique_word_rate	50	-0.016336048945563703	0.016336048945563703
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	first_person_rate_per_1k	50	-0.014949948857448549	0.014949948857448549
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	we_rate_per_1k	50	0.005509941988540753	0.005509941988540753
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	social_word_rate_per_1k	50	-0.06958897957196458	0.06958897957196458
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	question_rate_per_1k	50	0.07450868610828351	0.07450868610828351
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	section_count	50	0.005616470975845699	0.005616470975845699
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_mean	50	0.15917964757962225	0.15917964757962225
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_sd	50	0.17609263928163493	0.17609263928163493
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	interwoven	interwoven_biography	HEXACO_OP_mean	section_words_cv	50	0.10201236669641411	0.10201236669641411
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	total_words	50	0.18375922823511023	0.18375922823511023
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	unique_word_rate	50	-0.2843670090643946	0.2843670090643946
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	first_person_rate_per_1k	50	-0.21935497277781585	0.21935497277781585
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	we_rate_per_1k	50	0.015429051062327191	0.015429051062327191
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	social_word_rate_per_1k	50	-0.0388841123391323	0.0388841123391323
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	question_rate_per_1k	50	-0.06719115166246886	0.06719115166246886
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	section_count	50	0.03211345892038488	0.03211345892038488
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	section_words_mean	50	0.1638935854207367	0.1638935854207367
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	section_words_sd	50	-0.019012486160787937	0.019012486160787937
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_HH_mean	section_words_cv	50	-0.05625456903308033	0.05625456903308033
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	total_words	50	0.29182505296450134	0.29182505296450134
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	unique_word_rate	50	-0.23556704990023025	0.23556704990023025
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	first_person_rate_per_1k	50	0.0027175231134809914	0.0027175231134809914
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	we_rate_per_1k	50	0.10782847000395383	0.10782847000395383
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	social_word_rate_per_1k	50	-0.013698821539682183	0.013698821539682183
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	question_rate_per_1k	50	0.1800184004835265	0.1800184004835265
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	section_count	50	0.26181401599218246	0.26181401599218246
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	section_words_mean	50	-0.06701347281020957	0.06701347281020957
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	section_words_sd	50	0.015431001041994978	0.015431001041994978
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_E_mean	section_words_cv	50	0.18938853946076706	0.18938853946076706
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	total_words	50	0.16948271448677515	0.16948271448677515
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	unique_word_rate	50	-0.11104671877462283	0.11104671877462283
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	first_person_rate_per_1k	50	-0.21687091526995586	0.21687091526995586
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	we_rate_per_1k	50	0.25412223981047316	0.25412223981047316
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	social_word_rate_per_1k	50	0.22833839062417802	0.22833839062417802
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	exclamation_rate_per_1k	50		
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	question_rate_per_1k	50	0.23975813390989925	0.23975813390989925
lsi	minimax_m27	MiniMax M2.7	minimax/minimax-m2.7	psych	psychometric_only	HEXACO_EX_mean	section_count	50	0.07247200287000732	0.07247200287000732
